isbsg_project_id,project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_Service_Industry,project_prf_application_group_Business_Application,project_prf_application_group_Mathematically_Intensive_Application,project_prf_application_group_Missing,project_prf_application_group_Real_Time_Application,project_prf_application_group_business_application,project_prf_application_group_missing,project_prf_development_type_Enhancement,project_prf_development_type_New_Development,project_prf_development_type_Re_development,tech_tf_development_platform_MF,tech_tf_development_platform_MR,tech_tf_development_platform_Missing,tech_tf_development_platform_Multi,tech_tf_development_platform_PC,tech_tf_development_platform_Proprietary,tech_tf_language_type_2GL,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_Missing,functional_size_group_L_1000_2999,functional_size_group_M_100_999,functional_size_group_S_100,project_prf_relative_size_L,project_prf_relative_size_M1,project_prf_relative_size_M2,project_prf_relative_size_Missing,project_prf_relative_size_S,project_prf_relative_size_XS,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_Missing,project_prf_case_tool_used_Missing,project_prf_case_tool_used_No,project_prf_case_tool_used_Yes,tech_tf_architecture_Client_server,tech_tf_architecture_Missing,tech_tf_architecture_Multi_tier,tech_tf_architecture_Multi_tier_with_web_public_interface,tech_tf_architecture_Stand_alone,tech_tf_architecture_Stand_alone_1,tech_tf_client_server_Don_t_Know,tech_tf_client_server_Missing,tech_tf_client_server_No,tech_tf_client_server_Not_Applicable,tech_tf_client_server_Yes,tech_tf_dbms_used_Missing,tech_tf_dbms_used_No,tech_tf_dbms_used_Yes
25546,2011,food processing,catalogue/register of things or events; workflow support & management,Java,97,1248,2243,10.973685,6.648486,58.39723,25.965382,4.07033,4.0515037,5.013958,12,2,1.051851,6.0,5.0,0.33289647,3.0,4.3717656,16.608395,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True
16624,2006,community services; government,complex process control; workflow support & management,.Net,70,1693,998,9.559328,6.6935863,53.59387,107.383064,1.6251869,4.213751,4.041522,14,2,1.3105272,,6.0,0.17949963,1.0,6.3192563,20.34167,0.0,0.0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
25737,2005,community services,customer billing; financial transaction process/accounting,APPS,742,14157,27221,32.456074,64.98839,15.377802,5.588766,2.1778429,25.69539,18.884874,5,2,2.1197224,1.0,5.0,0.12788868,10.0,3.0422244,7.040818,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
30792,2004,food processing,electronic data interchange,APPS,262,8712,2763,34.710514,19.285769,,5.1000423,2.3720517,11.228686,16.719162,3,0,2.2555094,1.0,4.0,0.017862748,6.0,0.9832071,0.9579819,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30792,2003,community services,electronic data interchange,RPG,1232,15598,19419,19.243845,16.497913,7.740484,169.8,4.3384542,10.099698,12.299785,2,4,1.220561,6.0,6.0,0.077185676,8.0,3.3074968,27.907684,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True
11278,2006,transport & storage,online analysis and reporting,.Net,187,28227,37672,60.3,86.4,5.204271,5.284585,,7.3646274,16.140606,16,2,1.3240155,6.0,4.0,,1.0,3.8088377,0.82285386,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
22347,2007,transport & storage,airport weather observation systems; meteorological  events detection,Visual Basic,61,4423,4988,14.632012,19.846256,80.200745,21.496744,,1.5807964,4.225761,15,0,1.6247045,3.0,3.0,,1.0,3.0277593,17.50584,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
10393,2006,"agriculture, forestry, fishing, hunting; transport & storage",airport management,.Net,408,7470,8939,7.453672,11.913117,66.661285,124.067955,,6.0499353,8.390426,4,2,1.0067676,8.0,3.0,,,1.5334759,7.5088625,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
12581,2012,community services,online analysis and reporting,PL/I,184,2133,806,9.879349,9.489546,43.509003,5.7305665,4.290349,10.630016,4.655005,13,2,,,3.0,0.0065719113,3.0,3.4044936,12.259935,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25611,2009,transport & storage; wholesale & retail trade,"job, case, incident, project management; software for communities to support administration",Visual Basic,133,11675,9266,38.71461,35.594097,8.362872,5.1010337,1.1048146,18.074966,15.231225,17,3,3.4490376,3.0,12.0,0.7457784,6.0,5.0584035,0.5128186,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True
30792,2005,community services,logistic or supply planning & control; management or performance reporting,JavaScript,35,1950,853,21.99127,23.799274,23.394447,5.1029024,1.4454001,5.326003,10.031187,17,4,,1.0,4.0,0.10996231,2.0,1.5232686,0.8180502,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
25611,2007,"art , events , ticketing","customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",Assembler,191,5881,7130,10.011534,22.019909,,5.4427066,6.419535,5.57365,4.6665397,16,2,2.3733976,3.0,9.0,0.5778972,1.0,5.0562577,33.199043,,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
10426,2012,car rental,customer billing,Java,84,919,222,14.302222,7.715721,30.933985,5.183756,2.303038,16.353165,4.1627584,17,4,1.0137182,1.0,8.0,0.026868818,1.0,6.45256,31.779068,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
21796,2007,food processing,logistic or supply planning & control,SQL,196,5088,2186,21.006487,9.779447,38.809917,6.7561064,0.97433805,8.406339,14.141505,17,2,1.3281603,1.0,6.0,0.100248635,1.0,4.5841103,11.025114,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
11055,2009,transport & storage,"customer billing; document management; financial transaction process/accounting; online analysis and reporting; reservation system (eg. airline, hotel); stock control & order processing; workflow support & management",PL/I,116,6640,10207,22.366888,24.177544,18.091002,9.763687,1.5283712,5.025335,12.436704,12,4,1.0543786,1.0,6.0,0.1805367,,4.834793,11.774147,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
10393,2010,community services; government; public administration,catalogue/register of things or events; workflow support & management,C++,292,6428,13054,24.149208,42.306396,12.176629,5.1010947,3.2010803,19.737206,11.66682,14,2,3.100693,2.0,5.0,0.8425065,4.0,4.4065957,0.47566774,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
32308,2003,transport & storage,"document management; job, case, incident, project management",APPS,953,18522,18234,36.26431,28.955515,38.018356,8.582272,0.90842223,24.786242,18.616398,8,2,1.3926729,2.0,4.0,0.2596122,6.0,2.213214,,,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True
19858,2011,transport & storage,online analysis and reporting,Assembler,27,204,645,3.432521,17.306664,36.37438,5.1,3.7139924,6.3407907,3.077084,2,2,1.0000001,,5.0,1.3610886,1.0,2.7141984,21.744436,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True
10059,2013,community services,airport weather observation systems; meteorological  events detection,ABAP,124,3009,1475,6.163207,2.0786798,47.444637,64.40875,2.5844498,2.3015862,10.223527,15,7,,9.0,11.0,2.9065638,6.0,3.2272398,17.333876,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
12301,2007,transport & storage,customer relationship management,SQL,264,11806,8765,22.20777,21.090422,17.771564,17.375046,1.6126678,12.935507,10.380975,13,0,2.9854121,1.0,10.0,1.1893897,2.0,5.914845,7.4611936,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
17786,2003,transport & storage; wholesale & retail trade,electronic data interchange,RPG,1421,21380,22622,45.791294,47.595486,26.089462,5.1850095,,38.3245,25.59473,17,0,5.2378745,1.0,9.0,0.0019019425,1.0,12.904506,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
25420,2013,community services; municipality,catalogue/register of things or events,.Net,82,81,81,0.49248093,0.8924655,20.46461,10.523883,7.667472,10.531139,3.0015187,6,2,1.000179,2.0,2.0,0.6543426,3.0,2.1087046,0.58614683,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
14525,2006,"art , events , ticketing",missing,Java,418,15875,9675,31.242449,18.281246,13.706056,169.8,3.7914164,2.647357,21.419807,17,7,1.4045231,9.0,,0.32248634,,2.677144,21.276196,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True
27771,2010,"art , events , ticketing",logistic or supply planning & control; management or performance reporting,ASP.Net,806,656,589,2.2561357,3.3073955,17.072006,109.1249,5.8639574,12.767504,4.0653963,17,2,1.263606,8.0,3.0,1.3920674,1.0,3.5017772,0.07979272,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,True
12498,2009,transport & storage,missing,JavaScript,903,5221,3386,15.638418,15.365459,17.604559,114.61642,2.5792484,12.297574,10.48686,17,2,2.7971177,3.0,12.0,0.08698334,6.0,,19.451565,0.0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
12498,2011,community services; government,airport weather observation systems; meteorological  events detection,Java,29,94,83,3.1910844,4.16278,18.692741,5.100328,2.8140996,6.138408,3.5436122,16,0,,3.0,,,1.0,1.7411895,26.432186,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
19433,2005,surveillance & security,financial transaction process/accounting,RPG,540,2368,1600,6.3843446,5.5332994,52.870987,17.40127,5.927529,6.201276,12.02034,15,0,5.020732,7.0,8.0,4.744127,,11.226355,28.390741,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
26577,2008,post,logistic or supply planning & control; management or performance reporting,PL/I,301,5447,6705,20.137959,22.811441,9.348703,5.1002254,,32.302547,5.3124943,11,0,,1.0,,0.14463995,3.0,2.0762067,4.071679,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
16446,2009,"art , events , ticketing","job, case, incident, project management; software for communities to support administration",C++,1279,11840,29563,17.218977,36.926147,5.0736623,143.29272,3.541155,35.581657,15.637752,6,2,1.3145589,2.0,5.0,0.14900148,6.0,2.6950977,2.0929654,0.0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
12581,2010,community services,financial transaction process/accounting,Java,52,108,99,0.7800707,1.2961568,15.660341,7.272002,5.4991865,2.353557,3.0535216,14,2,1.000003,,4.0,0.10615932,3.0,1.1632684,3.6388464,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
15011,2009,surveillance & security,online analysis and reporting,Missing,938,23201,27900,33.99503,28.532017,15.581374,5.3570724,1.8052735,21.64384,19.648485,12,0,2.5330935,3.0,12.0,,7.0,,2.3257935,,1.0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
24820,2008,community services,online analysis and reporting,RPG,273,5810,8262,3.2391622,4.8068585,,40.29646,4.033225,3.0754826,5.960373,6,2,1.0852426,5.0,5.0,0.21708447,2.0,7.1184187,34.8799,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
17786,2009,community services,electronic data interchange,Visual Basic,74,1770,789,19.109476,15.078678,13.506945,8.878971,2.0386565,6.577813,6.7032676,11,7,1.4033275,4.0,,0.19227292,3.0,5.9832053,7.0468445,0.0,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
17161,2011,community services,missing,Missing,53,2983,1023,23.947636,17.597221,,6.9556518,1.6128889,11.150961,4.947066,15,2,1.0066789,2.0,10.0,0.29888642,3.0,8.294922,6.8159018,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
10426,2004,community services,customer billing/relationship management,ABAP,81,2499,2322,15.95517,18.220446,7.808134,12.43206,1.8865116,3.2361457,9.646782,1,2,2.4678783,3.0,6.0,0.951581,4.0,,25.073349,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
10426,2010,community services,financial transaction process/accounting,APPS,68,4312,2076,20.583738,8.05126,10.61742,5.1041126,0.7,8.614315,12.694161,17,2,1.0280707,1.0,8.0,2.2228544,,,22.759521,0.0,3.0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
20566,2011,food processing,online analysis and reporting,.Net,72,364,306,3.4977107,4.143996,12.438105,30.912712,3.327934,4.185963,3.6123362,5,4,1.0022302,,,0.23972967,9.0,,3.5929847,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
10388,2009,transport & storage; wholesale & retail trade,customer relationship management,ABAP,49,681,635,11.792087,12.447216,13.740748,5.339882,4.035012,4.2352595,3.1052191,17,2,1.038264,2.0,,0.14480102,1.0,2.5601795,24.797327,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
25120,2009,community services; government; public administration,catalogue/register of things or events; workflow support & management,ABAP,1054,20622,20806,22.583582,17.045738,44.79334,119.32285,3.625502,13.667373,14.733828,10,7,1.0545403,,6.0,0.41758776,,4.317492,17.320887,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
12581,2009,community services; government,customer relationship management,JavaScript,63,127,124,1.6700431,5.090539,72.03071,60.688957,12.349613,2.1553617,3.2138326,16,2,1.8395422,2.0,2.0,,1.0,2.7992897,19.947153,,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
25120,2002,transport & storage,logistic or supply planning & control; management or performance reporting,Java,218,9051,2407,25.99132,3.7666504,25.11649,6.5900526,1.0789607,7.315385,8.837307,7,2,1.0138332,2.0,6.0,1.702763,1.0,,9.75885,2.0,2.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
17833,2009,transport & storage,post exchange,RPG,177,222,357,1.228325,1.4032924,41.008945,33.410698,5.1004486,3.6398587,5.1891317,11,0,1.0121539,,,0.76729923,2.0,4.3943133,18.125935,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
18954,2011,transport & storage,catalogue/register of things or events,Visual Basic,54,593,343,3.1379988,3.16443,29.232347,6.3818164,,3.9012802,3.3231652,10,2,1.166301,1.0,3.0,1.8324642,,4.6359205,5.1706414,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True
11055,2012,transport & storage,"job, case, incident, project management; software for communities to support administration",Java,548,8594,10673,17.054255,16.52543,30.006443,10.121761,2.146095,39.035145,9.250431,10,2,1.0085508,6.0,6.0,2.1040533,4.0,5.4838743,26.641378,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True
